case_id,dimension,term_id,term,source_cell,raw_value,rule
C09,practices,practices:live feedback integration,live feedback integration,I33,"User experience design, live feedback integration",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,practices,practices:reflection-in-action,Reflection-in-action,I34,"Reflection-in-action, qualitative feedback capture",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,practices,practices:qualitative feedback capture,qualitative feedback capture,I34,"Reflection-in-action, qualitative feedback capture",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:group brainstorming sessions,Group brainstorming sessions,H30,"Group brainstorming sessions, reflective prompts	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:reflective prompts,reflective prompts,H30,"Group brainstorming sessions, reflective prompts	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:co-creation workshops,Co-creation workshops,H31,"Co-creation workshops, material exploration sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:material exploration sessions,material exploration sessions,H31,"Co-creation workshops, material exploration sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:hands-on construction workshops,Hands-on construction workshops,H32,"Hands-on construction workshops, rehearsals, curatorial meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:rehearsals,rehearsals,H32,"Hands-on construction workshops, rehearsals, curatorial meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:curatorial meetings,curatorial meetings,H32,"Hands-on construction workshops, rehearsals, curatorial meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:exhibition setup,Exhibition setup,H33,"Exhibition setup, performance facilitation, audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:performance facilitation,performance facilitation,H33,"Exhibition setup, performance facilitation, audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:audience engagement,audience engagement,H33,"Exhibition setup, performance facilitation, audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:informal discussion circles,Informal discussion circles,H34,"Informal discussion circles, documentation of impressions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,methods,methods:documentation of impressions,documentation of impressions,H34,"Informal discussion circles, documentation of impressions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C09,data_source,"data_source:artistic outputs (objects, texts, sounds, performances)","artistic outputs (objects, texts, sounds, performances)",N30,"artistic outputs (objects, texts, sounds, performances)",trim whitespace; case-insensitive key
C09,data_source,data_source:participant feedback,participant feedback,N31,participant feedback,trim whitespace; case-insensitive key
C09,data_source,data_source:audience reactions,audience reactions,N32,audience reactions,trim whitespace; case-insensitive key
C09,stage,stage:initial workshops and brainstorming,Initial Workshops and Brainstorming,F30,Initial Workshops and Brainstorming	,trim whitespace; case-insensitive key
C09,stage,stage:development phase,Development Phase,F31,Development Phase	,trim whitespace; case-insensitive key
C09,stage,stage:creation of works,Creation of Works,F32,Creation of Works	,trim whitespace; case-insensitive key
C09,stage,stage:public exhibition and performance,Public Exhibition and Performance,F33,Public Exhibition and Performance	,trim whitespace; case-insensitive key
C09,stage,stage:reflection,Reflection,F34,Reflection	,trim whitespace; case-insensitive key
C09,institution,institution:milk crate theatre,Milk Crate Theatre,D30,Milk Crate Theatre,trim whitespace; case-insensitive key
C09,data_type,data_type:qualitative,Qualitative,M30,Qualitative ,trim whitespace; case-insensitive key
C09,type,type:participatory creative project / installation + performance,Participatory Creative Project / Installation + Performance,B30,Participatory Creative Project / Installation + Performance,trim whitespace; case-insensitive key
C10,practices,practices:participatory framing,Participatory framing,I35,"Participatory framing, accessibility-centered design",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:accessibility-centered design,accessibility-centered design,I35,"Participatory framing, accessibility-centered design",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:sensitizing exercises,Sensitizing exercises,I36,"Sensitizing exercises, embodied ideation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:embodied ideation,embodied ideation,I36,"Sensitizing exercises, embodied ideation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:prototyping,Prototyping,I37,"Prototyping, narrative building, multi-modal expression",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:narrative building,narrative building,I37,"Prototyping, narrative building, multi-modal expression",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:multi-modal expression,multi-modal expression,I37,"Prototyping, narrative building, multi-modal expression",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:reflective practice,Reflective practice,I38,"Reflective practice, community storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,practices,practices:community storytelling,community storytelling,I38,"Reflective practice, community storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:onboarding sessions,Onboarding sessions,H35,"Onboarding sessions, introduction workshops	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:introduction workshops,introduction workshops,H35,"Onboarding sessions, introduction workshops	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:free writing prompts,Free writing prompts,H36,"Free writing prompts, visual arts exploration, movement games	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:visual arts exploration,visual arts exploration,H36,"Free writing prompts, visual arts exploration, movement games	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:movement games,movement games,H36,"Free writing prompts, visual arts exploration, movement games	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:collaborative art-making sessions,Collaborative art-making sessions,H37,"Collaborative art-making sessions, workshop series	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:workshop series,workshop series,H37,"Collaborative art-making sessions, workshop series	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:sharing circles,Sharing circles,H38,"Sharing circles, feedback sessions, informal showcases	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:feedback sessions,feedback sessions,H38,"Sharing circles, feedback sessions, informal showcases	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,methods,methods:informal showcases,informal showcases,H38,"Sharing circles, feedback sessions, informal showcases	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C10,data_source,"data_source:creative outputs (texts, artworks, performances)","creative outputs (texts, artworks, performances)",N35,"creative outputs (texts, artworks, performances)",trim whitespace; case-insensitive key
C10,data_source,data_source:participant reflections,participant reflections,N36,participant reflections,trim whitespace; case-insensitive key
C10,data_source,data_source:facilitator observations,facilitator observations,N37,facilitator observations,trim whitespace; case-insensitive key
C10,stage,stage:initial engagement and framing,Initial Engagement and Framing,F35,Initial Engagement and Framing	,trim whitespace; case-insensitive key
C10,stage,stage:creative exploration,Creative Exploration,F36,Creative Exploration	,trim whitespace; case-insensitive key
C10,stage,stage:art-making and development,Art-Making and Development,F37,Art-Making and Development	,trim whitespace; case-insensitive key
C10,stage,stage:sharing and reflection,Sharing and Reflection,F38,Sharing and Reflection	,trim whitespace; case-insensitive key
C10,institution,institution:milk crate theatre,Milk Crate Theatre,D35,Milk Crate Theatre,trim whitespace; case-insensitive key
C10,data_type,data_type:qualitative,Qualitative,M35,Qualitative,trim whitespace; case-insensitive key
C10,type,type:workshop series / artistic capacity building,Workshop Series / Artistic Capacity Building,B35,Workshop Series / Artistic Capacity Building,trim whitespace; case-insensitive key
C11,practices,practices:sensitizing activities,Sensitizing activities,I39,"Sensitizing activities, narrative framing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:narrative framing,narrative framing,I39,"Sensitizing activities, narrative framing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:collaborative prototyping,Collaborative prototyping,I40,"Collaborative prototyping, interdisciplinary co-creation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:interdisciplinary co-creation,interdisciplinary co-creation,I40,"Collaborative prototyping, interdisciplinary co-creation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:immersive environment building,Immersive environment building,I41,"Immersive environment building, experience prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:experience prototyping,experience prototyping,I41,"Immersive environment building, experience prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:audience-centered performance,Audience-centered performance,I42,"Audience-centered performance, live feedback gathering",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:live feedback gathering,live feedback gathering,I42,"Audience-centered performance, live feedback gathering",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:reflective practice,Reflective practice,I43,"Reflective practice, community storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,practices,practices:community storytelling,community storytelling,I43,"Reflective practice, community storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:group discussions,Group discussions,H39,"Group discussions, movement improvisation, thematic exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:movement improvisation,movement improvisation,H39,"Group discussions, movement improvisation, thematic exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:thematic exploration,thematic exploration,H39,"Group discussions, movement improvisation, thematic exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:creative writing,Creative writing,H40,"Creative writing, physical theatre, digital media exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:physical theatre,physical theatre,H40,"Creative writing, physical theatre, digital media exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:digital media exploration,digital media exploration,H40,"Creative writing, physical theatre, digital media exploration	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:technical rehearsals,Technical rehearsals,H41,"Technical rehearsals, staging, digital media integration workshops	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:staging,staging,H41,"Technical rehearsals, staging, digital media integration workshops	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:digital media integration workshops,digital media integration workshops,H41,"Technical rehearsals, staging, digital media integration workshops	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:performance event,Performance event,H42,"Performance event, audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:audience engagement,audience engagement,H42,"Performance event, audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:group discussions,Group discussions,H43,"Group discussions, informal debriefings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,methods,methods:informal debriefings,informal debriefings,H43,"Group discussions, informal debriefings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C11,data_source,"data_source:artistic outputs (movement, text, projections)","artistic outputs (movement, text, projections)",N39,"artistic outputs (movement, text, projections)",trim whitespace; case-insensitive key
C11,data_source,data_source:participant reflections,participant reflections,N40,participant reflections,trim whitespace; case-insensitive key
C11,data_source,data_source:audience experience observations,audience experience observations,N41,audience experience observations,trim whitespace; case-insensitive key
C11,stage,stage:concept framing and exploration,Concept Framing and Exploration,F39,Concept Framing and Exploration	,trim whitespace; case-insensitive key
C11,stage,stage:creative development workshops,Creative Development Workshops,F40,Creative Development Workshops	,trim whitespace; case-insensitive key
C11,stage,stage:rehearsals and production,Rehearsals and Production,F41,Rehearsals and Production	,trim whitespace; case-insensitive key
C11,stage,stage:public presentation,Public Presentation,F42,Public Presentation	,trim whitespace; case-insensitive key
C11,stage,stage:reflection,Reflection,F43,Reflection,trim whitespace; case-insensitive key
C11,institution,"institution:milk crate theatre, in collaboration with box of birds","Milk Crate Theatre, in collaboration with Box of Birds",D39,"Milk Crate Theatre, in collaboration with Box of Birds",trim whitespace; case-insensitive key
C11,data_type,data_type:qualitative,Qualitative,M39,Qualitative ,trim whitespace; case-insensitive key
C11,type,type:participatory immersive theatre and digital installation,Participatory Immersive Theatre and Digital Installation,B39,Participatory Immersive Theatre and Digital Installation,trim whitespace; case-insensitive key
C12,practices,practices:co-curation,Co-curation,I44,"Co-curation, participatory memory mapping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:participatory memory mapping,participatory memory mapping,I44,"Co-curation, participatory memory mapping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:exhibition design,Exhibition design,I45,"Exhibition design, visual storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:visual storytelling,visual storytelling,I45,"Exhibition design, visual storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:community building,Community building,I46,"Community building, dialogic engagement",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:dialogic engagement,dialogic engagement,I46,"Community building, dialogic engagement",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:collective storytelling,Collective storytelling,I47,"Collective storytelling, relational evaluation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,practices,practices:relational evaluation,relational evaluation,I47,"Collective storytelling, relational evaluation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:archive curation,Archive curation,H44,"Archive curation, collaborative selection, storytelling framing	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:collaborative selection,collaborative selection,H44,"Archive curation, collaborative selection, storytelling framing	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:storytelling framing,storytelling framing,H44,"Archive curation, collaborative selection, storytelling framing	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:spatial design,Spatial design,H45,"Spatial design, multimedia setup	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:multimedia setup,multimedia setup,H45,"Spatial design, multimedia setup	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:public events facilitation,Public events facilitation,H46,"Public events facilitation, participatory speaking spaces	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:participatory speaking spaces,participatory speaking spaces,H46,"Public events facilitation, participatory speaking spaces	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:informal reflection circles,Informal reflection circles,H47,"Informal reflection circles, event observations	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,methods,methods:event observations,event observations,H47,"Informal reflection circles, event observations	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C12,data_source,"data_source:visual documentation (photos, videos)","visual documentation (photos, videos)",N44,"visual documentation (photos, videos)",trim whitespace; case-insensitive key
C12,data_source,data_source:public event feedback,public event feedback,N45,public event feedback,trim whitespace; case-insensitive key
C12,data_source,data_source:artists' narratives,artists' narratives,N46,artists' narratives,trim whitespace; case-insensitive key
C12,stage,stage:curation and preparation,Curation and Preparation,F44,Curation and Preparation	,trim whitespace; case-insensitive key
C12,stage,stage:exhibition setup,Exhibition Setup,F45,Exhibition Setup	,trim whitespace; case-insensitive key
C12,stage,stage:community engagement events,Community Engagement Events,F46,Community Engagement Events	,trim whitespace; case-insensitive key
C12,stage,stage:reflection,Reflection,F47,Reflection	,trim whitespace; case-insensitive key
C12,institution,institution:milk crate theatre,Milk Crate Theatre,D44,Milk Crate Theatre,trim whitespace; case-insensitive key
C12,data_type,data_type:qualitative,Qualitative,M44,Qualitative ,trim whitespace; case-insensitive key
C12,type,type:participatory retrospective exhibition and community engagement events,Participatory Retrospective Exhibition and Community Engagement Events,B44,Participatory Retrospective Exhibition and Community Engagement Events,trim whitespace; case-insensitive key
C13,practices,practices:stakeholder engagement,Stakeholder engagement,I48,"Stakeholder engagement, participatory outreach",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:participatory outreach,participatory outreach,I48,"Stakeholder engagement, participatory outreach",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:participatory storytelling,Participatory storytelling,I49,"Participatory storytelling, embodied prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:embodied prototyping,embodied prototyping,I49,"Participatory storytelling, embodied prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:rapid feedback loops,Rapid feedback loops,I50,"Rapid feedback loops, participatory evaluation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:participatory evaluation,participatory evaluation,I50,"Rapid feedback loops, participatory evaluation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:iterative program design,Iterative program design,I51,"Iterative program design, capacity-building analysis",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,practices,practices:capacity-building analysis,capacity-building analysis,I51,"Iterative program design, capacity-building analysis",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:itinerary planning,Itinerary planning,H48,"Itinerary planning, partnership coordination	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:partnership coordination,partnership coordination,H48,"Itinerary planning, partnership coordination	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:collaborative art workshops,Collaborative art workshops,H49,"Collaborative art workshops, inclusive embodied practices	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:inclusive embodied practices,inclusive embodied practices,H49,"Collaborative art workshops, inclusive embodied practices	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:post-workshop surveys,Post-workshop surveys,H50,"Post-workshop surveys, verbal reflections	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:verbal reflections,verbal reflections,H50,"Post-workshop surveys, verbal reflections	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:team debriefs,Team debriefs,H51,"Team debriefs, informal impact assessment	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,methods,methods:informal impact assessment,informal impact assessment,H51,"Team debriefs, informal impact assessment	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C13,data_source,data_source:participant feedback surveys,participant feedback surveys,N48,participant feedback surveys,trim whitespace; case-insensitive key
C13,data_source,data_source:observational data,observational data,N49,observational data,trim whitespace; case-insensitive key
C13,stage,stage:planning and outreach,Planning and Outreach,F48,Planning and Outreach	,trim whitespace; case-insensitive key
C13,stage,stage:workshop facilitation,Workshop Facilitation,F49,Workshop Facilitation	,trim whitespace; case-insensitive key
C13,stage,stage:participant feedback collection,Participant Feedback Collection,F50,Participant Feedback Collection	,trim whitespace; case-insensitive key
C13,stage,stage:reflection,Reflection,F51,Reflection	,trim whitespace; case-insensitive key
C13,institution,institution:milk crate theatre,Milk Crate Theatre,D48,Milk Crate Theatre,trim whitespace; case-insensitive key
C13,data_type,data_type:qualitative and quantitative,Qualitative and Quantitative,M48,Qualitative and Quantitative,trim whitespace; case-insensitive key
C13,type,type:participatory regional workshop series / skill building and creative exchange,Participatory Regional Workshop Series / Skill Building and Creative Exchange,B48,Participatory Regional Workshop Series / Skill Building and Creative Exchange,trim whitespace; case-insensitive key
C14,practices,practices:capacity building,Capacity building,I52,"Capacity building, creative identity formation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:creative identity formation,creative identity formation,I52,"Capacity building, creative identity formation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:participatory prototyping,Participatory prototyping,I53,"Participatory prototyping, personalized project development",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:personalized project development,personalized project development,I53,"Participatory prototyping, personalized project development",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:safe space evaluation,Safe space evaluation,I54,"Safe space evaluation, peer-driven critique",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:peer-driven critique,peer-driven critique,I54,"Safe space evaluation, peer-driven critique",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:reflective practice,Reflective practice,I55,"Reflective practice, empowerment tracking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,practices,practices:empowerment tracking,empowerment tracking,I55,"Reflective practice, empowerment tracking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:skills-building workshops,Skills-building workshops,H52,"Skills-building workshops, planning exercises, reflective sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:planning exercises,planning exercises,H52,"Skills-building workshops, planning exercises, reflective sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:reflective sessions,reflective sessions,H52,"Skills-building workshops, planning exercises, reflective sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:makerspace residencies,Makerspace residencies,H53,"Makerspace residencies, mentorship sessions, dramaturgical support	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:mentorship sessions,mentorship sessions,H53,"Makerspace residencies, mentorship sessions, dramaturgical support	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:dramaturgical support,dramaturgical support,H53,"Makerspace residencies, mentorship sessions, dramaturgical support	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:internal sharing events,Internal sharing events,H54,"Internal sharing events, feedback circles	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:feedback circles,feedback circles,H54,"Internal sharing events, feedback circles	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:verbal reflections,Verbal reflections,H55,"Verbal reflections, feedback surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,methods,methods:feedback surveys,feedback surveys,H55,"Verbal reflections, feedback surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C14,data_source,data_source:self-assessment reflections,self-assessment reflections,N52,self-assessment reflections,trim whitespace; case-insensitive key
C14,data_source,data_source:workshop feedback,workshop feedback,N53,workshop feedback,trim whitespace; case-insensitive key
C14,data_source,data_source:observed changes in confidence and creative output,observed changes in confidence and creative output,N54,observed changes in confidence and creative output,trim whitespace; case-insensitive key
C14,stage,stage:skills development (headway),Skills Development (HEADWAY),F52,Skills Development (HEADWAY)	,trim whitespace; case-insensitive key
C14,stage,stage:creative project development (generate),Creative Project Development (GENERATE),F53,Creative Project Development (GENERATE)	,trim whitespace; case-insensitive key
C14,stage,stage:in-house sharing,In-house Sharing,F54,In-house Sharing	,trim whitespace; case-insensitive key
C14,stage,stage:reflection,Reflection,F55,Reflection	,trim whitespace; case-insensitive key
C14,institution,institution:milk crate theatre,Milk Crate Theatre,D52,Milk Crate Theatre,trim whitespace; case-insensitive key
C14,data_type,data_type:qualitative,Qualitative,M52,Qualitative ,trim whitespace; case-insensitive key
C14,type,type:capacity building and creative project development program,Capacity Building and Creative Project Development Program,B52,Capacity Building and Creative Project Development Program,trim whitespace; case-insensitive key
C15,practices,practices:participatory ideation,Participatory ideation,I56,"Participatory ideation, narrative prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:narrative prototyping,narrative prototyping,I56,"Participatory ideation, narrative prototyping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:digital making,Digital making,I57,"Digital making, hands-on co-creation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:hands-on co-creation,hands-on co-creation,I57,"Digital making, hands-on co-creation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:iterative refinement,Iterative refinement,I58,"Iterative refinement, digital storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:digital storytelling,digital storytelling,I58,"Iterative refinement, digital storytelling",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:public validation,Public validation,I59,"Public validation, community visibility",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,practices,practices:community visibility,community visibility,I59,"Public validation, community visibility",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:story brainstorming sessions,Story brainstorming sessions,H56,"Story brainstorming sessions, screenplay writing	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:screenplay writing,screenplay writing,H56,"Story brainstorming sessions, screenplay writing	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:smartphone camera training,Smartphone camera training,H57,"Smartphone camera training, team shooting sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:team shooting sessions,team shooting sessions,H57,"Smartphone camera training, team shooting sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:collaborative editing workshops,Collaborative editing workshops,H58,Collaborative editing workshops	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:film festival submission,Film festival submission,H59,"Film festival submission, public audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,methods,methods:public audience engagement,public audience engagement,H59,"Film festival submission, public audience engagement	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C15,data_source,data_source:film production output,film production output,N56,film production output,trim whitespace; case-insensitive key
C15,data_source,data_source:festival recognition,festival recognition,N57,festival recognition,trim whitespace; case-insensitive key
C15,data_source,data_source:observational reports,observational reports,N58,observational reports,trim whitespace; case-insensitive key
C15,stage,stage:story selection and development,Story Selection and Development,F56,Story Selection and Development	,trim whitespace; case-insensitive key
C15,stage,stage:filmmaking workshops,Filmmaking Workshops,F57,Filmmaking Workshops	,trim whitespace; case-insensitive key
C15,stage,stage:editing and post-production,Editing and Post-Production,F58,Editing and Post-Production	,trim whitespace; case-insensitive key
C15,stage,stage:public screening,Public Screening,F59,Public Screening	,trim whitespace; case-insensitive key
C15,institution,institution:milk crate theatre (in collaboration with sf3 and hopestreet youth services),Milk Crate Theatre (in collaboration with SF3 and HopeStreet Youth Services),D56,Milk Crate Theatre (in collaboration with SF3 and HopeStreet Youth Services),trim whitespace; case-insensitive key
C15,data_type,data_type:qualitative,Qualitative,M56,Qualitative ,trim whitespace; case-insensitive key
C15,type,type:workshop series,Workshop Series,B56,Workshop Series,trim whitespace; case-insensitive key
C16,practices,practices:sensitizing exercises,Sensitizing exercises,I60,"Sensitizing exercises, inclusive ideation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
